CODGEO;Nb Pharmacies et parfumerie;Dynamique Entrepreneuriale;Dynamique Entrepreneuriale Service et Commerce;Synergie Médicale COMMUNE;Orientation Economique;Indice Fiscal Partiel;Score Fiscal;Indice Evasion Client;Score Evasion Client;Indice Synergie Médicale;Score Synergie Médicale;SEG Croissance POP;LIBGEO;REG;DEP;Nb Omnipraticiens BV;Nb Infirmiers Libéraux BV;Nb dentistes Libéraux BV;Nb pharmaciens Libéraux BV;Densité Médicale BV;Score équipement de santé BV;Indice Démographique;Score Démographique;Indice Ménages;Score Ménages;Population;Evolution Population;Evolution Pop %;Nb Ménages;Nb Résidences Principales;Nb propriétaire;Nb Logement;Nb Résidences Secondaires;Nb Log Vacants;Nb Occupants Résidence Principale;Nb Femme;Nb Homme;Nb Mineurs;Nb Majeurs;Nb Etudiants;Nb Entreprises Secteur Services;Nb Entreprises Secteur Commerce;Nb Entreprises Secteur Construction;Nb Entreprises Secteur Industrie;Nb Création Enteprises;Nb Création Industrielles;Nb Création Construction;Nb Création Commerces;Nb Création Services;Moyenne Revenus Fiscaux Départementaux;Moyenne Revenus Fiscaux Régionaux;Dep Moyenne Salaires Horaires;Dep Moyenne Salaires Cadre Horaires;Dep Moyenne Salaires Prof Intermédiaire Horaires;Dep Moyenne Salaires Employé Horaires;Dep Moyenne Salaires Ouvrié Horaires;Reg Moyenne Salaires Horaires;Reg Moyenne Salaires Cadre Horaires;Reg Moyenne Salaires Prof Intermédiaire Horaires;Reg Moyenne Salaires Employé Horaires;Reg Moyenne Salaires Ouvrié Horaires;Valeur ajoutée régionale;Urbanité Ruralité;Score Urbanité;Nb Atifs;Nb Actifs Salariés;Nb Actifs Non Salariés;Nb Logement Secondaire et Occasionnel;Nb Hotel;Capacité Hotel;Nb Camping;Capacité Camping;Dynamique Démographique BV;Taux étudiants;Taux Propriété;Dynamique Démographique INSEE;Capacité Fisc;Capacité Fiscale;Moyenne Revnus fiscaux;Taux Evasion Client;Nb Education, santé, action sociale;Nb Services personnels et domestiques;Nb Santé, action sociale;Nb Industries des biens intermédiaires;Nb de Commerce;Nb de Services aux particuliers;Nb institution de Education, santé, action sociale, administration;PIB Régionnal;SEG Environnement Démographique Obsolète;Score Croissance Population;Score Croissance Entrepreneuriale;Score VA Région;Score PIB;Environnement Démographique;Fidélité;SYN MEDICAL;Seg Cap Fiscale;Seg Dyn Entre;DYN SetC;CP
31304;0;23;10;61;Bassin Résidentiel;109,67825;76,33987;0;0;61,30347;0,06407;en croissance démographique;Loubens-Lauragais;73;31;8;19;4;4;0,143814951;4;19,69083;0,01519;16,72653;0,00999;323;9;2;111;111;87;149;27;11;324;308;314;392;230;20;7;1;1;1;4;0;3;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;136;117;19;27;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;58;0;92;92;12307,5;0;1;1;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00692;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31305;0;22;2;63;Bassin Résidentiel;109,67825;76,33987;0;0;63,31342;0,06674;en croissance démographique;Loudet;73;31;11;16;7;7;0,150854844;4;13,28979;0,01025;11,4524;0,00684;218;-10;-4;76;77;68;89;5;7;218;206;218;240;184;11;2;0;2;1;2;0;2;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;91;65;26;5;0;0;0;0;5.Déclin par déficit naturel;0;76;1;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,67213;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31306;0;19;3;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Lourde;73;31;56;80;30;30;0,15487764;4;5,36468;0,00414;5,87689;0,00351;88;-3;-3;39;39;35;104;64;1;88;84;86;93;77;1;2;1;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;37;25;12;64;0;0;0;0;5.Déclin par déficit naturel;0;33;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31307;0;17;3;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Lunax;73;31;7;7;2;2;0,123030506;4;3,41389;0,00263;3,31517;0,00198;56;-8;-14;22;22;18;29;5;2;56;48;62;63;47;2;1;2;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;19;9;10;5;0;0;1;8;5.Déclin par déficit naturel;0;62;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,57377;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31308;0;18;5;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Luscan;73;31;56;80;30;30;0,15487764;4;3,29197;0,00254;3,91793;0,00234;54;-8;-14;26;26;22;38;11;1;54;64;44;59;49;0;2;2;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;17;12;5;11;0;0;0;0;5.Déclin par déficit naturel;0;57;0;89;89;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,57377;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31309;0;23;8;75;Bassin Résidentiel;109,67825;76,33987;0;0;75,37312;0,08275;en croissance démographique;Lussan-Adeilhac;73;31;16;34;8;8;0,151860543;4;11,6438;0,00898;11,30171;0,00675;191;-4;-2;75;75;63;99;22;2;191;176;202;216;162;13;4;3;2;0;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;70;49;21;22;0;0;0;0;3.Accroissement par excédent migratoire;0;63;0;90;90;12307,5;0;1;0;2;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,4918;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31310;0;29;12;87;Bassin Résidentiel;109,67825;76,33987;0;0;87,43281;0,09877;en croissance démographique;Lux;73;31;24;40;11;11;0,196781763;4;10,42456;0,00804;9,49343;0,00567;171;3;2;63;63;46;67;1;3;171;142;176;184;134;4;7;3;2;3;2;0;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;78;59;19;1;0;0;0;0;3.Accroissement par excédent migratoire;0;68;0;91;91;12307,5;0;0;1;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31311;0;58;30;57;Bassin Industriel;109,67825;76,33987;0;0;57,28357;0,05873;en croissance démographique;La Magdelaine-sur-Tarn;73;31;13;16;6;6;0,151190077;2;37,18702;0,02869;31,64478;0,0189;610;16;2;210;210;187;221;6;5;606;604;572;731;445;42;7;16;8;11;3;0;1;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;252;221;31;6;0;0;0;0;3.Accroissement par excédent migratoire;0;84;-1;96;96;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00519;11,82517;13,13235;Bassin Industriel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31312;0;16;1;80;Bassin Résidentiel;109,67825;76,33987;0;0;80,39799;0,08943;en croissance démographique;Mailholas;73;31;20;32;12;12;0,149178679;4;2,37753;0,00183;2,10965;0,00126;39;0;0;14;14;12;16;0;2;38;34;40;44;30;3;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;12;7;5;0;0;0;0;0;3.Accroissement par excédent migratoire;0;75;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31313;0;20;3;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Malvezie;73;31;56;80;30;30;0,15487764;4;6,70586;0,00517;7,53447;0,0045;110;-7;-6;50;50;42;97;38;9;112;104;116;131;89;5;3;0;0;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;36;28;8;38;0;0;0;0;5.Déclin par déficit naturel;0;43;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31314;0;27;11;143;Bassin Résidentiel;109,67825;76,33987;0;0;143,71141;0,17351;en croissance démographique;Mancioux;73;31;56;80;30;30;0,15487764;4;21,032;0,01623;21,3979;0,01278;345;-9;-2;142;142;104;193;11;40;342;334;346;392;288;20;3;6;1;3;2;0;1;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;127;106;21;11;0;0;0;0;5.Déclin par déficit naturel;0;53;0;92;92;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,4918;0,01239;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31315;0;62;54;75;Bassin Résidentiel;109,67825;76,33987;124,22775;0,05311;75,37312;0,08275;en croissance démographique;Mane;73;31;8;21;5;5;0,167951726;4;62,48639;0,04822;70,07059;0,04186;1025;-35;-3;465;468;284;570;68;34;1026;1046;974;1176;844;52;22;20;5;11;5;1;1;1;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;12,5;358;288;70;68;1;18;1;23;5.Déclin par déficit naturel;0;49;3;99;99;12307,5;1;4;5;3;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0,01758;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31316;0;37;21;146;Bassin Résidentiel;109,67825;76,33987;0;0;146,72633;0,17752;en croissance démographique;Marignac;73;31;56;80;30;30;0,15487764;4;30,9079;0,02385;33,15167;0,0198;507;-15;-3;220;218;155;353;128;7;505;536;468;590;414;31;10;7;3;5;2;1;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;165;153;12;128;0;0;0;0;5.Déclin par déficit naturel;0;43;1;93;93;12307,5;0;0;1;2;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0,01239;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31317;0;22;5;75;Bassin Résidentiel;109,67825;76,33987;0;0;75,37312;0,08275;en croissance démographique;Marignac-Lasclares;73;31;16;34;8;8;0,151860543;4;17,92292;0,01383;15,52101;0,00927;294;-2;0;103;104;83;124;15;5;295;282;288;341;229;8;3;1;1;2;3;0;1;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;103;76;27;15;0;0;0;0;3.Accroissement par excédent migratoire;0;66;0;91;91;12307,5;0;0;1;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,00519;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31318;0;21;2;73;Bassin Résidentiel;109,67825;76,33987;0;0;73,36317;0,08008;en croissance démographique;Marignac-Laspeyres;73;31;16;34;8;8;0,151860543;4;6,88874;0,00532;6,32896;0,00378;113;-4;-3;42;42;33;64;22;0;111;108;112;124;96;6;1;1;1;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;46;38;8;22;0;0;0;0;3.Accroissement par excédent migratoire;0;51;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,08197;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31319;0;18;1;60;Bassin Résidentiel;109,67825;76,33987;0;0;60,29849;0,06273;en croissance démographique;Marliac;73;31;13;15;5;5;0,133757962;4;6,58393;0,00508;5,87689;0,00351;108;-4;-3;39;39;27;49;5;5;108;102;106;124;84;1;1;0;0;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;42;31;11;5;0;0;0;0;3.Accroissement par excédent migratoire;0;55;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,08197;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31320;0;64;41;92;Bassin Résidentiel;109,67825;76,33987;0;0;92,45769;0,10544;en croissance démographique;Marquefave;73;31;20;32;12;12;0,149178679;4;52,30568;0,04036;48,522;0,02899;858;-10;-1;322;321;248;365;23;21;850;796;880;1010;666;34;18;14;13;5;5;0;2;2;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com < 10 m habts;12,5;362;293;69;23;0;0;0;0;3.Accroissement par excédent migratoire;0;67;1;99;99;12307,5;0;7;1;7;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,90164;0,02651;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31321;0;20;5;61;Bassin Résidentiel;109,67825;76,33987;0;0;61,30347;0,06407;en croissance démographique;Marsoulas;73;31;8;21;5;5;0,167951726;4;8,35184;0,00644;7,38378;0,00441;137;-5;-4;49;49;37;70;15;6;137;130;138;168;100;9;3;1;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;58;52;6;15;0;0;0;0;5.Déclin par déficit naturel;0;52;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,67213;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31322;0;18;1;44;Bassin diversifié;109,67825;76,33987;0;0;44,21889;0,04138;en croissance démographique;Martisserre;73;31;6;5;2;2;0,123700972;2;3,41389;0,00263;3,16448;0,00189;56;-3;-6;21;21;18;37;9;7;51;54;56;64;46;2;1;0;0;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;24;8;16;9;0;0;0;0;5.Déclin par déficit naturel;0;48;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin diversifié en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31323;0;33;7;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Martres-de-Rivière;73;31;56;80;30;30;0,15487764;4;18,71543;0,01444;17,47997;0,01044;307;-10;-3;116;116;97;136;12;8;307;322;276;349;249;22;5;1;7;1;2;0;0;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;122;100;22;12;0;0;0;0;5.Déclin par déficit naturel;0;71;1;92;92;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31324;0;147;107;102;Bassin Résidentiel;109,67825;76,33987;248,45549;0,10621;102,50744;0,11879;en croissance démographique;Martres-Tolosane;73;31;16;34;8;8;0,151860543;4;102,66056;0,07922;111,2088;0,06643;1684;-75;-4;738;738;522;880;38;104;1687;1720;1588;1921;1387;93;49;35;19;37;10;1;2;1;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;595;488;107;38;1;12;1;101;3.Accroissement par excédent migratoire;0;59;8;107;107;12307,5;2;15;9;15;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,67213;0,02622;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Mobile;Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Dynamique Serv et Com;31
31325;0;24;8;59;Bassin Résidentiel;109,67825;76,33987;0;0;59,29352;0,0614;en croissance démographique;Mascarville;73;31;8;19;4;4;0,143814951;4;8,47376;0,00654;7,23309;0,00432;139;13;9;48;48;40;53;5;0;139;134;136;177;93;9;5;2;1;2;2;1;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;60;55;5;5;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;75;-1;90;90;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;75;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31326;0;19;3;51;Bassin Résidentiel;109,67825;76,33987;0;0;51,25372;0,05072;en croissance démographique;Massabrac;73;31;6;9;4;4;0,137445525;3;4,38929;0,00339;4,2193;0,00252;72;-7;-9;28;28;20;33;4;1;72;72;68;78;62;2;1;2;1;0;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;29;21;8;4;0;0;0;0;3.Accroissement par excédent migratoire;0;60;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;67,62295;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31327;0;20;6;76;Bassin Résidentiel;109,67825;76,33987;0;0;76,37809;0,08409;en croissance démographique;Mauran;73;31;16;34;8;8;0,151860543;4;7,25452;0,0056;7,68516;0,00459;119;-2;-2;51;51;40;77;23;3;118;126;110;133;103;3;2;3;1;0;1;0;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;40;34;6;23;0;0;0;0;3.Accroissement par excédent migratoire;0;51;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,4918;0,01066;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31328;0;29;9;88;Bassin Résidentiel;109,67825;76,33987;0;0;88,43779;0,1001;en croissance démographique;Mauremont;73;31;24;40;11;11;0,196781763;4;13,53364;0,01044;11,30171;0,00675;222;13;6;75;75;62;89;11;3;223;208;222;271;159;19;3;4;5;0;3;0;0;1;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;103;82;21;11;0;0;0;0;3.Accroissement par excédent migratoire;0;69;-1;91;91;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;73,77049;0,01412;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31329;0;22;2;82;Bassin Résidentiel;109,67825;76,33987;0;0;82,40794;0,09209;en croissance démographique;Maurens;73;31;21;34;12;12;0,154207174;4;10,30263;0,00795;9,19206;0,00549;169;8;5;61;61;46;72;5;6;169;162;158;193;127;9;2;0;2;1;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;68;52;16;5;0;0;0;0;3.Accroissement par excédent migratoire;0;63;-1;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;73,36066;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31330;0;29;5;71;Bassin Résidentiel;109,67825;76,33987;0;0;71,35322;0,07741;en croissance démographique;Mauressac;73;31;18;25;10;10;0,124371438;3;14,63096;0,01129;12,95929;0,00774;240;9;3;86;86;68;102;11;5;240;234;228;296;166;18;1;3;3;4;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;105;92;13;11;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;66;0;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,54098;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31331;0;30;9;58;Bassin Résidentiel;109,67825;76,33987;0;0;58,28854;0,06006;en croissance démographique;Maureville;73;31;8;19;4;4;0,143814951;4;16,15502;0,01247;13,71274;0,00819;265;6;2;91;87;73;101;6;8;266;244;264;313;195;11;3;4;4;2;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;117;84;33;6;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;72;0;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31332;0;24;8;74;Bassin Résidentiel;109,67825;76,33987;0;0;74,36814;0,08142;en croissance démographique;Mauvaisin;73;31;18;25;10;10;0,124371438;3;15,36251;0,01185;12,35653;0,00738;252;3;1;82;82;57;91;1;8;252;244;246;312;178;18;5;2;1;2;1;0;0;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;119;86;33;1;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;62;0;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0,01066;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
